Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
NIST-CSF,PL-4,Detective,Compliant,4.1,Weekly,Low,5436579618.55,26095.58,500.0,POS-System,Internal,Compliance and Governance,Cybersecurity,JP,Defense,Vendor,Medium,False,amanda.bradley@corp.com - Audit Manager,2,0.925,No_Incident,True,0.0,Large,4.79999960102856e-06,10.0,89.25,0.738086565538081,63.5,88.625,22.75,23.333925969661426
SOC2,CC7.4,Technical,Compliant,2.9,Weekly,High,55337191.26,1328.09,500.0,POS-System,Internal,Information Security,Trust Services Criteria,FR,Transportation,Vendor,Low,False,christy.moore@corp.com - Compliance Manager,2,0.79,No_Incident,True,0.0,SME,2.3999953191697283e-05,1.6561799999999998,76.5,1.3682988420558297,58.5,88.25,21.5,25.210489652616747
SOC2,CC7.5,Compensating,Remediation_Required,3.8,Weekly,High,15075013864.8,12060011.09,1195.3,Endpoint,Confidential,Product Security,Availability,CA,Technology,Customer,Critical,True,catherine.glover@tech.io - Compliance Manager,0,0.681,No_Incident,True,0.0,Enterprise,0.0007999999998779438,10.0,48.18875,1.6492001110044907,60.0,65.025,21.5,32.747572533301344
ISO27001,A.16.1.5,Hybrid,Compliant,4.0,Quarterly,Medium,485708150.95,29142.49,3404.18,Database,Restricted,Information Assurance,Compliance,BR,Government,Customer,Informational,False,allison.fernandez@gov.org - Compliance Manager,68,1.0,No_Incident,True,0.0,Mid-Market,6.0000001941495116e-05,7.560795845108074,86.1,1.3185319148134937,80.25,89.0,22.75,28.48305957444405
GDPR,Recital 41,Preventive,Remediation_Required,3.0,Weekly,Medium,66067486.07,436045.41,2475.13,API,Personal-Data,DevSecOps,Privacy Compliance,FR,Technology,SOC-Audit,High,True,angela.meyer@tech.io - Privacy Manager,0,0.52,No_Incident,True,0.0,SME,0.006600000029333642,10.0,47.76125,1.1634524495381635,76.75,64.0,27.749999999999996,38.146223234861445
PCI-DSS,Req 1.6,Technical,Partially_Compliant,3.4,Weekly,Medium,97478973.63,70184.86,1748.5,Payment-System,Confidential,Information Security - GRC,Cardholder Data Protection,AU,Financial-Services,Third-Party-Risk,Observation,True,cynthia.wilson@finserv.com - Card Data Security Officer,6,0.758,No_Incident,True,0.0,SME,0.0007199999896018602,10.0,75.185,1.467214080485441,74.25,78.19999999999999,25.25,30.256414224145633
NIST-CSF,IR-23(4),Technical,Non_Compliant,3.6,Weekly,Medium,4858009400.42,728701.41,1962.15,Network-Device,Internal,Compliance Engineering,Business Continuity,IN,Technology,Penetration-Test,High,False,allison.fleming@tech.io - Security Manager,0,0.715,Malware,True,893409.11,Large,0.00014999999998703174,10.0,48.782500000000006,1.1011005654598194,53.5,78.875,65.62762715680802,39.63523060099955
SOC2,CC3.7,Hybrid,Compliant,3.9,Quarterly,Medium,2733312710.85,163998.76,2233.1,Network-Device,Restricted,Privacy Office,Availability,GB,Financial-Services,Regulatory,Informational,False,danielle.harrington@finserv.com - Compliance Manager,21,0.963,No_Incident,True,0.0,Large,5.999999903011464e-05,10.0,85.52500000000002,1.492641552270113,75.49999999999999,94.075,21.5,27.241542465681025
SOC2,CC1.4.4,Hybrid,Compliant,4.3,Quarterly,Low,43900121728.49,210720.58,1328.54,SCADA-System,Internal,Internal Audit,Security,DE,Financial-Services,Certification,Low,False,charles.johnson@finserv.com - Compliance Manager,35,1.0,No_Incident,True,0.0,Enterprise,4.799999902124371e-06,10.0,87.72500000000002,0.798091257497434,69.24999999999999,87.5,21.5,24.920677377249223
SOC2,CC3.1.4,Preventive,Partially_Compliant,3.1,Daily,High,5411554193.56,3896319.02,6727.5,IoT-Device,Restricted,Patient Data Protection,Availability,DE,Healthcare,ISO-Audit,Critical,False,leah.patterson@health.org - Security Manager,0,0.626,Privacy_Breach,False,4873194.54,Large,0.000720000000117674,10.0,73.81,2.100962237714163,76.0,73.65,83.46953459516737,42.87169559034773
ISO27001,A.10.7,Compensating,Compliant,3.3,Monthly,Negligible,70914924.64,1000.0,242.26,Data-Store,Public,Payment Security,Information Security,SE,Financial-Services,ISO-Audit,Low,False,michael.anthony@finserv.com - Audit Manager,45,0.892,Access_Violation,True,32460.05,SME,1.4101403972104679e-05,3.12779658218443,84.975,0.17127441746710992,60.00000000000001,84.8,56.7784064090144,30.163313607043015
ISO27001,A.12.8.5,Physical,Partially_Compliant,3.0,Monthly,Medium,1148788816.02,275709.32,6036.75,Virtual-Machine,Confidential,Internal Audit,Asset Management,ZA,Energy,Customer,Critical,True,ashley.mosley@energy.com - Audit Manager,30,0.671,No_Incident,True,0.0,Large,0.00024000000361702688,10.0,65.25,1.338588933361376,62.5,64.77499999999999,22.75,29.264076680008415
SOC2,CC2.2,Physical,Non_Compliant,2.5,Monthly,Medium,13105532.44,1000.0,254.0,Data-Store,Public,IT Risk Management,Security,CH,Transportation,Compliance-Assessment,High,True,andrew.wheeler@corp.com - Audit Manager,20,0.335,Access_Violation,False,26839.37,SME,7.63036530242643e-05,2.937007874015748,41.5,0.918938901189733,53.0,59.374999999999986,67.3219712459416,41.61507591954524
SOC2,CC2.2.2,Compensating,Partially_Compliant,2.7,Monthly,Medium,2216870966.76,53204.9,3094.39,POS-System,Public,Information Security,Privacy,SE,Transportation,Third-Party-Risk,Best-Practice,False,david.harding@corp.com - Compliance Manager,9,0.608,Access_Violation,False,106679.24,Large,2.399999855551358e-05,10.0,57.900000000000006,0.9422896749867848,50.5,85.2,68.82020996014299,37.19672889452463
ISO27001,A.5.5,Administrative,Compliant,3.6,Annual,Medium,59493017458.87,3569581.05,9239.65,Server,Restricted,Compliance and Governance,Access Control,SG,Energy,Customer,Best-Practice,False,david.ibarra@energy.com - Security Manager,400,0.634,No_Incident,True,0.0,Enterprise,6.000000004148049e-05,10.0,76.25,1.352520264021689,73.5,67.85,22.75,29.26825607920651
ISO27001,A.5.3.1,Compensating,Compliant,4.5,Monthly,Low,17517440858.47,280279.05,2685.57,POS-System,Confidential,Payment Security,Asset Management,DE,Financial-Services,Certification,Informational,False,kathryn.howard@finserv.com - Compliance Manager,45,1.0,No_Incident,True,0.0,Enterprise,1.5999999786754237e-05,10.0,91.575,0.7983042912818182,72.50000000000001,89.0,22.75,25.02074128738455
SOC2,CC4.2.4,Preventive,Non_Compliant,3.7,Daily,High,73040041756.54,1752961.0,1404.15,Endpoint,Internal,Data Protection Office,Confidentiality,FR,Technology,Penetration-Test,Critical,False,melinda.welch@tech.io - Compliance Manager,0,0.963,System_Outage,False,2946195.57,Enterprise,2.3999999970468803e-05,10.0,48.307500000000005,1.6383360269137275,53.0,82.075,75.92315429891616,41.84925666785735
ISO27001,A.16.1,Administrative,Partially_Compliant,3.5,Quarterly,Medium,557666954.15,133840.07,7332.93,Payment-System,Confidential,Privacy Office,Compliance,IN,Financial-Services,Third-Party-Risk,Low,False,barbara.guerra@finserv.com - Compliance Manager,63,0.744,No_Incident,True,0.0,Mid-Market,0.00024000000180035772,10.0,72.05000000000001,1.4770849837039335,74.25,81.10000000000001,22.75,30.543125495111177
NIST-CSF,CM-30,Compensating,Non_Compliant,3.1,Monthly,Critical,3196918165.04,7193065.87,75258.76,Database,Restricted,IT Risk Management,Cybersecurity,AU,Manufacturing,ISO-Audit,High,True,jacob.smith@corp.com - Security Manager,1,0.488,Compliance_Violation,False,674225.29,Large,0.0022499999995808464,10.0,46.650000000000006,1.8690282492360633,74.25,63.2,77.32201420722937,47.92511131621669
NIST-CSF,PL-6(9),Physical,Compliant,4.2,Monthly,Low,31271435987.0,150102.89,1233.61,Endpoint,Internal,Internal Audit,Risk Management,GB,Financial-Services,Internal,Informational,False,tiffany.tran@finserv.com - Security Manager,21,0.997,Transaction_Error,False,82720.03,Enterprise,4.799999912456851e-06,10.0,92.4,0.7980912749504112,59.00000000000001,94.925,47.04403983349131,26.298235349183386
NIST-CSF,MA-11(2),Physical,Not_Assessed,3.1,Weekly,Medium,1228724437.16,368617.33,1290.43,Backup-System,Restricted,DevSecOps,Business Continuity,CA,Technology,Third-Party-Risk,Low,False,adam.acevedo@tech.io - Security Manager,9,0.515,Data_Loss,False,634337.6,Large,0.00029999999906569775,10.0,52.725,1.103201470293805,69.5,81.375,77.25580284840122,44.97587101076839
SOC2,CC1.8.5,Hybrid,Partially_Compliant,2.8,Monthly,Medium,26349311.96,1897.15,500.0,Physical-Server,Internal,Security Architecture,Privacy,JP,Technology,Vendor,Low,False,phyllis.richardson@tech.io - Security Manager,38,0.709,Configuration_Error,False,7939.89,SME,7.199998249973279e-05,2.7943000000000002,57.475,1.0720345659135762,59.5,80.22500000000001,58.99967295015709,37.62779495980549
SOC2,CC6.7,Detective,In_Progress,3.1,Weekly,Low,4173213987.47,267085.7,2179.51,Network-Device,Confidential,Store Operations Security,Availability,BR,Retail,Third-Party-Risk,High,False,donald.jones@retail.com - Audit Manager,7,0.622,No_Incident,True,0.0,Large,6.400000115065272e-05,10.0,56.49999999999999,0.5338326789552209,60.5,76.55,21.5,30.46014980368657
SOC2,CC3.7.1,Detective,Compliant,2.7,Weekly,Medium,2883384920.13,34600.62,6946.32,Data-Store,Internal,Retail Security,Trust Services Criteria,FR,Retail,External,Critical,False,steven.rogers@retail.com - Security Manager,4,0.641,No_Incident,True,0.0,Large,1.2000000332400989e-05,3.9811439726358713,75.5,1.0206591318151097,62.000000000000014,74.02499999999999,21.5,26.231197739544537
NIST-CSF,AU-9,Administrative,Partially_Compliant,3.1,Annual,Negligible,1023855201.74,36858.79,1270.15,Payment-System,Restricted,Internal Audit,Risk Management,US,Energy,Third-Party-Risk,Medium,True,leonard.bernard@energy.com - Audit Manager,400,0.505,System_Outage,False,313642.1,Large,3.600000267358118e-05,10.0,58.50000000000001,0.1876141089911263,83.25,50.125,74.74108934426263,46.19200210154986
ISO27001,A.8.1.5,Administrative,Partially_Compliant,2.1,Quarterly,Medium,14246788.37,1025.77,436.48,Server,Internal,Retail Security,Access Control,JP,Retail,Vendor,Medium,True,steven.bryant@retail.com - Risk Manager,87,0.555,No_Incident,True,0.0,SME,7.200008685185516e-05,1.3500962243401757,58.50000000000001,0.9954758293335273,53.5,63.375,22.75,28.598642748800057
ISO27001,A.11.12,Technical,Compliant,3.3,Weekly,Medium,170956231.51,10257.37,1160.41,Network-Device,Restricted,IT Risk Management,Compliance,NL,Energy,ISO-Audit,Medium,False,janice.lambert@energy.com - Compliance Manager,3,0.835,No_Incident,True,0.0,Mid-Market,5.999997724212821e-05,7.839436061392094,82.24999999999999,1.318531538806409,72.5,86.375,22.75,27.508059461641928
NIST-CSF,PL-8(14),Preventive,Non_Compliant,2.7,Weekly,Negligible,249168837.93,1000.0,777.12,Backup-System,Public,Research Data Protection,Risk Management,AU,Education,Compliance-Assessment,Low,False,devin.phillips@edu.org - Audit Manager,6,0.65,System_Outage,True,71090.59,Mid-Market,4.013342953748229e-06,0.28680255301626517,46.85,0.11004757750647509,43.49999999999999,84.75,61.129545568891174,36.421423387030174
SOC2,CC6.7,Compensating,Partially_Compliant,2.6,Weekly,High,667697270.5,32049.47,4468.9,Cloud-Service,Public,Store Operations Security,Privacy,US,Retail,Internal,Medium,True,carrie.bowers@retail.com - Risk Manager,12,0.536,Access_Violation,False,146481.34,Mid-Market,4.800000152164768e-05,6.171668643290295,58.9,1.4956327009240036,50.75000000000001,68.89999999999999,69.164463172598,37.2440824447968
PCI-DSS,Req 6.7,Hybrid,Partially_Compliant,2.7,Monthly,Low,23617577.46,6801.86,577.56,Backup-System,Confidential,Retail Security,Cardholder Data Protection,JP,Retail,Certification,Medium,False,colin.chambers@retail.com - PCI Compliance Manager,45,0.586,Configuration_Error,False,2198.06,SME,0.0002879999022558514,10.0,61.25000000000001,0.5107757897968593,60.5,74.14999999999999,61.3555926974509,37.236851276429235
SOC2,CC5.2.1,Compensating,Compliant,3.5,Monthly,Negligible,21499993965.99,85999.98,5850.0,IoT-Device,Confidential,Cloud Security Engineering,Trust Services Criteria,BR,Technology,Penetration-Test,Observation,False,mary.arnold@tech.io - Risk Manager,4,0.832,Network_Intrusion,False,625187.14,Enterprise,4.000000192374007e-06,10.0,70.775,0.16805638093303268,64.0,90.05,77.74002682683313,38.90467227964653
PCI-DSS,Req 3.7,Detective,Compliant,3.9,Real-time,Critical,143902149.51,103609.55,651.1,Virtual-Machine,Regulated,Risk Management,Cardholder Data Protection,SG,Financial-Services,Compliance-Assessment,High,False,juan.franklin@finserv.com - Payment Security Manager,0,1.0,No_Incident,True,0.0,Mid-Market,0.0007200000163499991,10.0,93.5,2.9111885970550637,80.75000000000001,86.0,25.25,27.735856579116522
SOC2,CC9.5,Corrective,Partially_Compliant,3.6,Weekly,Medium,39604470491.75,14257609.38,5786.76,Cloud-Service,Restricted,Health Information Management,Processing Integrity,GB,Healthcare,Penetration-Test,Best-Practice,False,brittany.case@health.org - Security Manager,10,0.869,Data_Breach,False,5061601.44,Enterprise,0.0003600000000749916,10.0,71.44500000000001,1.4374802630062045,75.75,91.725,83.5107200770187,43.2096380943056
ISO27001,A.6.9.5,Physical,Non_Compliant,3.8,Weekly,Medium,580978105.33,435733.58,133104.88,Application,Restricted,Regulatory Compliance,Information Security,DE,Financial-Services,Certification,High,True,ryan.thompson@finserv.com - Audit Manager,1,0.683,Policy_Violation,False,41350.56,Mid-Market,0.0007500000017255383,2.2736108548386804,58.575,1.4871852991769006,77.0,68.075,60.29122974521792,42.11065153879665
ISO27001,A.13.4.2,Preventive,Remediation_Required,3.0,Weekly,High,11083301.84,2659.99,523.55,POS-System,Internal,Cybersecurity Division,Access Control,IN,Government,External,High,False,donald.hahn@gov.org - Security Manager,3,0.478,Access_Violation,True,25255.31,SME,0.00023999977970463716,4.080679973259478,54.10125,1.9421603003929377,61.5,72.94999999999999,56.505924748792516,38.73352053987638
CIS-Controls,Control 5.6,Detective,Partially_Compliant,2.6,Weekly,Low,78639897.04,11324.15,525.18,Network-Device,Restricted,DevSecOps,Network Security,CH,Technology,Vendor,Medium,True,matthew.matthews@tech.io - Security Manager,4,0.716,No_Incident,True,0.0,SME,0.00014400006137139264,10.0,56.762499999999996,0.5480253504645228,68.5,73.39999999999999,19.0,31.898782605139356
NIST-CSF,SR-21(5),Administrative,Compliant,3.8,Quarterly,Medium,283075557.01,3396.91,1436.36,API,Internal,Internal Audit,IT Governance,ZA,Financial-Services,Third-Party-Risk,Medium,False,shannon.shepherd@finserv.com - Security Manager,80,0.865,Access_Violation,False,13661.61,Mid-Market,1.200001171376305e-05,1.3649433289704531,87.72500000000001,1.4727376410549555,61.25000000000001,81.12499999999999,67.83883417887668,32.39083812809182
SOC2,CC6.2.3,Corrective,Non_Compliant,3.6,Monthly,Medium,1466312265.93,73315.61,32091.14,Cloud-Service,Public,Privacy Office,Security,NL,Healthcare,Internal,High,False,nicole.gentry@health.org - Audit Manager,11,0.699,System_Outage,False,1132862.06,Large,4.999999775184312e-05,1.2846059691241882,51.50750000000001,1.4139393940595093,53.75000000000001,78.475,74.88544353926419,40.96189552607069
NIST-CSF,SC-8,Compensating,Compliant,3.1,Monthly,Medium,1723750996.34,103425.06,42057.42,Cloud-Service,Restricted,Compliance and Governance,Incident Response,JP,Insurance,Customer,Medium,False,joseph.simon@corp.com - Audit Manager,40,0.799,Policy_Violation,False,38102.05,Large,6.000000012739659e-05,1.459139433659982,75.0,1.1784365981707496,70.75,79.475,60.20239935160073,36.33151084977138
CIS-Controls,Control 16.7,Technical,Partially_Compliant,3.5,Weekly,High,617632203.81,444695.19,9901.59,API,Restricted,Product Security,Security Operations,DE,Technology,Certification,High,False,joseph.anderson@tech.io - Audit Manager,3,0.895,Network_Intrusion,False,190554.49,Mid-Market,0.0007200000052730412,10.0,63.03249999999999,1.620102444217626,73.25,83.37499999999999,73.95005366383003,42.830416466031295
PCI-DSS,Req 6.7,Preventive,Non_Compliant,2.5,Real-time,High,97588027.68,500000.0,9177.19,Application,Regulated,Store Operations Security,Cardholder Data Protection,SG,Retail,Customer,Medium,True,madeline.reed@retail.com - Payment Security Manager,0,0.403,Access_Violation,False,60935.42,SME,0.005123579314867858,10.0,46.85,1.548728783251499,77.25,65.57499999999999,71.96219233984974,47.45705710294539
NIST-CSF,PS-24,Hybrid,In_Progress,3.7,Monthly,High,10670977877.08,341471.29,3122.92,Payment-System,Public,Privacy Office,Business Continuity,GB,Healthcare,Regulatory,Medium,False,kelly.tucker@health.org - Risk Manager,32,0.604,Data_Breach,False,2006274.12,Enterprise,3.1999999806338275e-05,10.0,66.55,2.1065765267763523,62.25000000000001,74.6,83.75597621865161,41.30816820176323
NIST-CSF,SR-26,Administrative,Partially_Compliant,4.3,Quarterly,Low,6402664529.09,184396.74,1080.65,Payment-System,Internal,Policy and Compliance,Risk Management,JP,Government,Certification,High,True,mary.flores@gov.org - Security Manager,120,0.943,No_Incident,True,0.0,Large,2.8800000243993416e-05,10.0,71.66250000000001,0.6974898869323465,66.25,62.57499999999999,22.75,28.406121966079702
NIST-CSF,MP-15,Hybrid,Compliant,2.3,Monthly,Medium,6098721.12,1000.0,500.0,Endpoint,Internal,Educational Technology,Risk Management,AU,Education,Certification,Low,False,kimberly.martinez@edu.org - Audit Manager,16,0.653,No_Incident,True,0.0,Startup,0.0001639688026921946,1.0,74.49999999999999,0.8433938396710949,48.0,84.825,22.75,23.17801815190133
PCI-DSS,Req 9.5,Detective,Partially_Compliant,4.2,Continuous,Critical,26902115665.09,500000.0,3686.41,Physical-Server,Confidential,Internal Audit,Payment Security,ZA,Financial-Services,Internal,High,True,megan.thomas@finserv.com - Card Data Security Officer,0,0.992,Policy_Violation,False,116513.01,Enterprise,1.8585898827609078e-05,10.0,80.575,2.9358533924356487,69.5,75.80000000000001,63.91594537348813,35.89519509242832
ISO27001,A.6.11.5,Detective,Partially_Compliant,2.5,Weekly,Medium,25714471.23,9257.21,500.0,Endpoint,Restricted,Research Data Protection,Compliance,US,Education,Third-Party-Risk,Medium,True,megan.richardson@edu.org - Risk Manager,1,0.528,Configuration_Error,False,24383.16,SME,0.00036000001389101087,10.0,64.25,0.8454813888873812,66.0,68.69999999999999,61.46776949837871,37.98469831634196
SOC2,CC6.4,Technical,Partially_Compliant,4.1,Weekly,Low,7720565810.43,741174.32,511354.96,Payment-System,Confidential,Information Security - GRC,Processing Integrity,FR,Financial-Services,ISO-Audit,Critical,False,maria.page@finserv.com - Compliance Manager,0,0.86,Data_Breach,True,3203005.0,Large,9.60000002847874e-05,0.44943215178747836,77.66000000000001,0.7809498423915592,76.25,79.5,71.0138943805063,39.08456382881872
SOC2,CC1.6.3,Technical,Partially_Compliant,2.3,Weekly,Medium,29266524.55,7023.97,500.0,Endpoint,Confidential,Payment Card Security,Privacy,CH,Retail,Vendor,High,True,andrew.navarro@retail.com - Risk Manager,2,0.537,No_Incident,True,0.0,SME,0.0002400001403651463,10.0,61.6,0.9976422114997936,58.00000000000001,64.425,21.5,28.699292663449942
PCI-DSS,Req 10.5.1,Corrective,Partially_Compliant,4.3,Monthly,Medium,5198390281.13,500000.0,84191.18,Data-Store,Financial-Data,Privacy Office,Cardholder Data Protection,DE,Financial-Services,SOC-Audit,Medium,False,bryan.ross@finserv.com - Payment Security Manager,39,0.855,Vendor_Risk,False,209162.73,Large,9.618362088259993e-05,4.938864379855468,75.02,1.4933582604844167,87.25,80.875,76.80121594491324,43.865750667127976
PCI-DSS,Req 4.7,Compensating,Partially_Compliant,3.3,Monthly,Low,1129430315.34,325275.93,10449.63,Database,Confidential,Payment Card Security,Payment Security,GB,Retail,SOC-Audit,Medium,False,sara.roach@retail.com - Card Data Security Officer,10,0.771,Configuration_Error,False,8327.99,Large,0.00028799999927581194,10.0,62.14999999999999,0.5367560277525603,71.25,84.775,62.80148085164994,39.99632297865576
SOC2,CC3.2,Corrective,Partially_Compliant,3.9,Weekly,Critical,2995924759.36,3235598.74,500.0,Mobile-Device,Restricted,Privacy Office,Trust Services Criteria,SG,Financial-Services,Third-Party-Risk,Low,False,robert.sampson@finserv.com - Risk Manager,14,0.786,No_Incident,True,0.0,Large,0.001079999999963684,10.0,73.095,2.9370203170967257,71.75,88.15,21.5,29.844856095129018
ISO27001,A.11.6.3,Hybrid,Partially_Compliant,3.1,Weekly,Critical,1261396497.15,90820.55,6255.24,Database,Public,Information Security,Asset Management,FR,Telecommunications,Third-Party-Risk,Medium,False,stephen.lewis@corp.com - Security Manager,1,0.656,System_Outage,False,3127576.04,Large,7.200000174822112e-05,10.0,67.25,2.1500149425964734,57.25,81.89999999999999,77.23802004062573,38.59260849090409
ISO27001,A.5.5.4,Administrative,Partially_Compliant,3.7,Quarterly,Medium,50154780.96,1203.71,500.0,Network-Device,Public,Risk Management Bureau,Information Security,NL,Government,Third-Party-Risk,Low,False,derek.abbott@gov.org - Risk Manager,120,0.765,No_Incident,True,0.0,SME,2.399990543194668e-05,1.4074200000000001,69.825,1.3009249459292225,51.5,75.625,22.75,25.359027483778767
ISO27001,A.6.7,Technical,In_Progress,3.1,Weekly,Medium,10371889711.64,497850.71,500.0,Container,Internal,Security Operations,Access Control,BR,Manufacturing,Third-Party-Risk,Medium,False,theodore.thompson@corp.com - Compliance Manager,2,0.572,No_Incident,True,0.0,Enterprise,4.8000000370354885e-05,10.0,61.64999999999999,0.9545760578531118,51.24999999999999,79.8,22.75,27.236372817355935
PCI-DSS,Req 8.4.2,Corrective,Compliant,3.8,Monthly,Medium,64071781.02,7688.61,680.67,Mobile-Device,Confidential,Fraud Prevention,Payment Security,ZA,Financial-Services,ISO-Audit,High,False,frank.castro@finserv.com - Card Data Security Officer,44,0.925,Configuration_Error,False,14422.18,SME,0.00011999994190266071,10.0,86.9,1.455800183647993,60.74999999999999,78.12500000000001,63.397652558759276,31.578770566846252
ISO27001,A.13.8,Detective,Compliant,2.8,Weekly,High,706371412.81,16952.91,500.0,POS-System,Internal,Privacy Office,Asset Management,BR,Telecommunications,Customer,Medium,False,mark.griffith@corp.com - Audit Manager,1,0.707,No_Incident,True,0.0,Mid-Market,2.399999446829256e-05,10.0,79.74999999999999,1.610336990902637,59.5,83.175,22.75,24.970601097270798
ISO27001,A.16.2.4,Hybrid,Compliant,2.5,Quarterly,Medium,8979194.66,1000.0,500.0,Container,Restricted,Internal Audit,Information Security,ZA,Transportation,Compliance-Assessment,Medium,False,kristin.smith@corp.com - Compliance Manager,31,0.669,Policy_Violation,True,16093.46,Startup,0.00011136856231157817,1.0,74.49999999999999,0.9194032438851258,63.24999999999999,76.225,47.266691024633225,31.916659178092186
SOC2,CC5.2,Hybrid,Compliant,2.4,Quarterly,Low,113723563.45,1819.58,1205.64,IoT-Device,Confidential,Compliance and Governance,Privacy,SG,Transportation,External,Recommendation,False,christopher.meyer@corp.com - Compliance Manager,34,0.592,Configuration_Error,False,3721.37,Mid-Market,1.6000026246099836e-05,0.5092233170764073,70.25,0.48020472211117654,64.0,77.3,58.17704884848599,35.216971186330554
SOC2,CC5.1,Administrative,In_Progress,2.4,Quarterly,Medium,14109325.3,1000.0,500.0,Virtual-Machine,Public,Cloud Security Engineering,Security,FR,Technology,ISO-Audit,Medium,False,sierra.montoya@tech.io - Audit Manager,120,0.367,No_Incident,True,0.0,SME,7.087511122874174e-05,1.0,46.7875,1.0720418641350624,48.5,62.675000000000004,21.5,30.04973755924052
ISO27001,A.16.10.3,Hybrid,Partially_Compliant,2.8,Quarterly,Medium,8276524905.47,2979548.97,8944.09,Server,Restricted,Internal Audit,Asset Management,AU,Energy,External,Medium,False,ian.barker@energy.com - Compliance Manager,24,0.652,Policy_Violation,False,13622.22,Large,0.000360000000487016,10.0,62.0,1.3406218371262937,70.5,81.8,59.085699425137165,39.34432643616532
ISO27001,A.16.7,Corrective,In_Progress,2.3,Monthly,Medium,55182086.78,8829.13,1566.92,Payment-System,Confidential,DevSecOps,Operations Security,AU,Technology,Compliance-Assessment,Recommendation,False,jennifer.allen@tech.io - Security Manager,36,0.475,Service_Disruption,True,256071.53,SME,0.00015999992960034266,4.634703750031909,51.34749999999999,1.0732797526396844,69.25,74.375,62.520907480832435,42.301790421958394
ISO27001,A.16.3,Hybrid,Not_Assessed,2.8,Quarterly,Low,6463258506.55,155118.2,7281.09,Cloud-Service,Internal,Product Security,Asset Management,FR,Technology,SOC-Audit,Best-Practice,False,derek.barnes@tech.io - Audit Manager,120,0.505,No_Incident,True,0.0,Large,2.399999935679503e-05,10.0,48.925,0.5743375771406618,56.75,70.625,22.75,31.6785512731422
PCI-DSS,Req 4.4.1,Preventive,Compliant,3.6,Weekly,Medium,119884175.96,35965.25,500.0,Virtual-Machine,Financial-Data,Privacy Office,Transaction Security,GB,Financial-Services,SOC-Audit,Low,False,perry.peck@finserv.com - Payment Security Manager,2,0.867,No_Incident,True,0.0,Mid-Market,0.0002999999767442202,10.0,89.375,1.4782079238733585,80.75000000000001,90.17500000000001,25.25,28.33721237716201
PCI-DSS,Req 5.4,Hybrid,Compliant,3.6,Quarterly,Medium,424276142.12,50913.14,751.5,Mobile-Device,Confidential,Privacy Office,Payment Security,CH,Financial-Services,Penetration-Test,Informational,False,sandra.norton@finserv.com - Payment Security Manager,25,0.916,Data_Breach,False,3340649.47,Mid-Market,0.00012000000694264821,10.0,85.25000000000001,1.4747833655108655,62.74999999999999,92.9,86.80957759519283,37.17935052869183
SOC2,CC8.8,Corrective,Partially_Compliant,3.5,Weekly,High,14526564808.16,2091825.33,126294.01,SCADA-System,Internal,Compliance Engineering,Privacy,BR,Technology,Regulatory,Medium,False,nathan.olson@tech.io - Audit Manager,7,0.705,No_Incident,True,0.0,Enterprise,0.00014399999983650367,10.0,61.22749999999999,1.6400281716030654,63.24999999999999,83.125,21.5,30.29763345148092
NIST-CSF,RA-26,Preventive,Remediation_Required,3.6,Weekly,Low,6909061691.37,331634.96,1451.96,Database,Internal,Health Information Management,Cybersecurity,IN,Healthcare,Third-Party-Risk,Medium,True,brian.bell@health.org - Risk Manager,0,0.543,No_Incident,True,0.0,Large,4.7999999828376123e-05,10.0,58.60250000000001,0.7388643782722998,66.25,69.075,22.75,31.68353431348169
SOC2,CC3.7,Compensating,In_Progress,2.4,Monthly,Low,10489002.07,1000.0,361.49,Database,Public,Customer Data Protection,Security,GB,Retail,Regulatory,Medium,False,anna.wolfe@retail.com - Security Manager,20,0.43,No_Incident,True,0.0,SME,9.533795429978402e-05,1.766328252510443,50.1,0.508284196238127,57.25,76.25,21.5,31.23998525887144
SOC2,CC4.7,Hybrid,Partially_Compliant,2.9,Quarterly,Medium,457431541.81,32935.07,509.41,API,Internal,DevSecOps,Availability,SG,Technology,Penetration-Test,Low,False,stacy.davis@tech.io - Audit Manager,44,0.717,Data_Loss,True,1589285.53,Mid-Market,7.199999779131977e-05,10.0,55.8125,1.0860095590526457,60.25,80.425,65.00300550635988,39.43577896898777
SOC2,CC8.6,Physical,Compliant,3.0,Monthly,Negligible,372745051.75,1490.98,500.0,Payment-System,Confidential,Data Protection Office,Confidentiality,US,Technology,Certification,Low,False,autumn.villegas@tech.io - Audit Manager,7,0.829,Configuration_Error,False,6185.37,Mid-Market,3.999999444660636e-06,1.98196,71.725,0.14005787795142743,73.25,89.225,58.72858972780066,37.168985308945565
